Time,HeartRate,Cadence
2023-10-01 00:13:41,137,172
2023-10-01 00:13:42,131,175
2023-10-01 00:13:43,137,172
2023-10-01 00:13:44,130,174
2023-10-01 00:13:45,141,172
2023-10-01 00:13:46,140,177
2023-10-01 00:13:47,135,175
2023-10-01 00:13:48,140,177
2023-10-01 00:13:49,135,176
2023-10-01 00:13:50,138,176
2023-10-01 00:13:51,134,175
2023-10-01 00:13:52,139,174
2023-10-01 00:13:53,137,174
2023-10-01 00:13:54,128,175
2023-10-01 00:13:55,129,173
2023-10-01 00:13:56,135,175
2023-10-01 00:13:57,137,177
2023-10-01 00:13:58,138,174
2023-10-01 00:13:59,139,173
2023-10-01 00:14:00,138,172
2023-10-01 00:14:01,128,174
2023-10-01 00:14:02,136,174
2023-10-01 00:14:03,141,173
2023-10-01 00:14:04,134,174
2023-10-01 00:14:05,128,176
2023-10-01 00:14:06,131,174
2023-10-01 00:14:07,136,177
2023-10-01 00:14:08,142,176
2023-10-01 00:14:09,141,177
2023-10-01 00:14:10,131,177
2023-10-01 00:14:11,136,176
2023-10-01 00:14:12,140,173
2023-10-01 00:14:13,141,172
2023-10-01 00:14:14,129,173
2023-10-01 00:14:15,141,177
2023-10-01 00:14:16,142,173
2023-10-01 00:14:17,131,175
2023-10-01 00:14:18,137,176
2023-10-01 00:14:19,129,172
2023-10-01 00:14:20,135,177
2023-10-01 00:14:21,130,176
2023-10-01 00:14:22,135,175
2023-10-01 00:14:23,129,175
2023-10-01 00:14:24,136,176
2023-10-01 00:14:25,136,173
2023-10-01 00:14:26,138,173
2023-10-01 00:14:27,137,175
2023-10-01 00:14:28,131,173
2023-10-01 00:14:29,137,173
2023-10-01 00:14:30,137,173
2023-10-01 00:14:31,139,175
2023-10-01 00:14:32,135,172
2023-10-01 00:14:33,142,175
2023-10-01 00:14:34,139,177
2023-10-01 00:14:35,140,173
2023-10-01 00:14:36,128,174
2023-10-01 00:14:37,132,173
2023-10-01 00:14:38,135,172
2023-10-01 00:14:39,132,172
2023-10-01 00:14:40,142,176
2023-10-01 00:14:41,140,174
2023-10-01 00:14:42,136,176
2023-10-01 00:14:43,140,176
2023-10-01 00:14:44,132,176
2023-10-01 00:14:45,129,172
2023-10-01 00:14:46,134,173
2023-10-01 00:14:47,141,177
2023-10-01 00:14:48,138,173
2023-10-01 00:14:49,142,176
2023-10-01 00:14:50,132,176
2023-10-01 00:14:51,129,174
2023-10-01 00:14:52,128,173
2023-10-01 00:14:53,132,173
2023-10-01 00:14:54,135,177
2023-10-01 00:14:55,132,175
2023-10-01 00:14:56,138,173
2023-10-01 00:14:57,134,172
2023-10-01 00:14:58,133,174
2023-10-01 00:14:59,132,173
2023-10-01 00:15:00,138,172
2023-10-01 00:15:01,134,172
2023-10-01 00:15:02,141,175
2023-10-01 00:15:03,139,175
2023-10-01 00:15:04,141,177
2023-10-01 00:15:05,133,176
2023-10-01 00:15:06,142,177
2023-10-01 00:15:07,140,175
2023-10-01 00:15:08,133,177
2023-10-01 00:15:09,128,172
2023-10-01 00:15:10,134,175
2023-10-01 00:15:11,133,175
2023-10-01 00:15:12,129,176
2023-10-01 00:15:13,132,172
2023-10-01 00:15:14,130,175
2023-10-01 00:15:15,130,174
2023-10-01 00:15:16,136,175
2023-10-01 00:15:17,131,177
2023-10-01 00:15:18,139,177
2023-10-01 00:15:19,142,176
2023-10-01 00:15:20,138,173
2023-10-01 00:15:21,129,173
2023-10-01 00:15:22,131,175
2023-10-01 00:15:23,140,175
2023-10-01 00:15:24,133,177
2023-10-01 00:15:25,131,177
2023-10-01 00:15:26,133,173
2023-10-01 00:15:27,134,177
2023-10-01 00:15:28,137,177
2023-10-01 00:15:29,132,177
2023-10-01 00:15:30,129,173
2023-10-01 00:15:31,142,172
2023-10-01 00:15:32,142,177
2023-10-01 00:15:33,137,173
2023-10-01 00:15:34,129,175
2023-10-01 00:15:35,129,172
2023-10-01 00:15:36,134,176
2023-10-01 00:15:37,138,177
2023-10-01 00:15:38,130,173
2023-10-01 00:15:39,133,173
2023-10-01 00:15:40,140,175
2023-10-01 00:15:41,141,174
2023-10-01 00:15:42,135,175
2023-10-01 00:15:43,128,177
2023-10-01 00:15:44,141,172
2023-10-01 00:15:45,141,176
2023-10-01 00:15:46,128,172
2023-10-01 00:15:47,133,173
2023-10-01 00:15:48,142,177
2023-10-01 00:15:49,135,173
2023-10-01 00:15:50,138,172
2023-10-01 00:15:51,130,177
2023-10-01 00:15:52,130,177
2023-10-01 00:15:53,140,174
2023-10-01 00:15:54,137,176
2023-10-01 00:15:55,129,177
2023-10-01 00:15:56,135,172
2023-10-01 00:15:57,136,173
2023-10-01 00:15:58,140,177
2023-10-01 00:15:59,132,177
2023-10-01 00:16:00,130,177
2023-10-01 00:16:01,141,175
2023-10-01 00:16:02,132,174
2023-10-01 00:16:03,135,177
2023-10-01 00:16:04,135,177
2023-10-01 00:16:05,128,172
2023-10-01 00:16:06,142,176
2023-10-01 00:16:07,139,172
2023-10-01 00:16:08,134,174
2023-10-01 00:16:09,130,172
2023-10-01 00:16:10,138,173
2023-10-01 00:16:11,128,173
2023-10-01 00:16:12,129,175
2023-10-01 00:16:13,133,176
2023-10-01 00:16:14,135,172
2023-10-01 00:16:15,140,175
2023-10-01 00:16:16,133,175
2023-10-01 00:16:17,136,172
2023-10-01 00:16:18,136,175
2023-10-01 00:16:19,134,177
2023-10-01 00:16:20,141,177
2023-10-01 00:16:21,133,176
2023-10-01 00:16:22,130,173
2023-10-01 00:16:23,138,177
2023-10-01 00:16:24,140,177
2023-10-01 00:16:25,128,174
2023-10-01 00:16:26,129,174
2023-10-01 00:16:27,142,176
2023-10-01 00:16:28,131,174
2023-10-01 00:16:29,128,175
2023-10-01 00:16:30,138,173
2023-10-01 00:16:31,138,173
2023-10-01 00:16:32,134,177
2023-10-01 00:16:33,136,172
2023-10-01 00:16:34,132,176
2023-10-01 00:16:35,128,174
2023-10-01 00:16:36,130,173
2023-10-01 00:16:37,140,174
2023-10-01 00:16:38,141,175
2023-10-01 00:16:39,128,173
2023-10-01 00:16:40,142,173
2023-10-01 00:16:41,142,175
2023-10-01 00:16:42,134,174
2023-10-01 00:16:43,140,172
2023-10-01 00:16:44,134,175
2023-10-01 00:16:45,137,172
2023-10-01 00:16:46,136,176
2023-10-01 00:16:47,141,177
2023-10-01 00:16:48,132,176
2023-10-01 00:16:49,138,176
2023-10-01 00:16:50,133,174
2023-10-01 00:16:51,133,174
2023-10-01 00:16:52,140,172
2023-10-01 00:16:53,136,173
2023-10-01 00:16:54,132,173
2023-10-01 00:16:55,133,175
2023-10-01 00:16:56,137,174
2023-10-01 00:16:57,142,175
2023-10-01 00:16:58,129,175
2023-10-01 00:16:59,130,176
2023-10-01 00:17:00,129,173
2023-10-01 00:17:01,138,177
2023-10-01 00:17:02,135,176
2023-10-01 00:17:03,131,175
2023-10-01 00:17:04,137,175
2023-10-01 00:17:05,131,175
2023-10-01 00:17:06,136,174
2023-10-01 00:17:07,131,175
2023-10-01 00:17:08,135,177
2023-10-01 00:17:09,137,172
2023-10-01 00:17:10,135,172
2023-10-01 00:17:11,129,174
2023-10-01 00:17:12,140,175
2023-10-01 00:17:13,128,176
2023-10-01 00:17:14,130,172
2023-10-01 00:17:15,132,172
2023-10-01 00:17:16,139,177
2023-10-01 00:17:17,135,176
2023-10-01 00:17:18,133,174
2023-10-01 00:17:19,136,177
2023-10-01 00:17:20,131,176
2023-10-01 00:17:21,131,174
2023-10-01 00:17:22,134,176
2023-10-01 00:17:23,131,174
2023-10-01 00:17:24,142,177
2023-10-01 00:17:25,128,172
2023-10-01 00:17:26,129,174
2023-10-01 00:17:27,128,174
2023-10-01 00:17:28,134,174
2023-10-01 00:17:29,132,177
2023-10-01 00:17:30,128,177
2023-10-01 00:17:31,132,176
2023-10-01 00:17:32,142,173
2023-10-01 00:17:33,129,176
2023-10-01 00:17:34,140,176
2023-10-01 00:17:35,142,176
2023-10-01 00:17:36,135,177
2023-10-01 00:17:37,130,177
2023-10-01 00:17:38,136,177
2023-10-01 00:17:39,128,172
2023-10-01 00:17:40,136,173
2023-10-01 00:17:41,132,173
2023-10-01 00:17:42,134,176
2023-10-01 00:17:43,134,176
2023-10-01 00:17:44,139,174
2023-10-01 00:17:45,142,175
2023-10-01 00:17:46,130,174
2023-10-01 00:17:47,138,174
2023-10-01 00:17:48,135,173
2023-10-01 00:17:49,137,173
2023-10-01 00:17:50,137,175
2023-10-01 00:17:51,132,176
2023-10-01 00:17:52,133,175
2023-10-01 00:17:53,128,174
2023-10-01 00:17:54,131,172
2023-10-01 00:17:55,138,172
2023-10-01 00:17:56,135,172
2023-10-01 00:17:57,134,174
2023-10-01 00:17:58,141,177
2023-10-01 00:17:59,137,173
2023-10-01 00:18:00,141,176
2023-10-01 00:18:01,135,175
2023-10-01 00:18:02,139,172
2023-10-01 00:18:03,128,172
2023-10-01 00:18:04,139,174
2023-10-01 00:18:05,141,172
2023-10-01 00:18:06,139,173
2023-10-01 00:18:07,142,177
2023-10-01 00:18:08,138,172
2023-10-01 00:18:09,140,176
2023-10-01 00:18:10,130,172
2023-10-01 00:18:11,132,175
2023-10-01 00:18:12,128,172
2023-10-01 00:18:13,128,175
2023-10-01 00:18:14,136,174
2023-10-01 00:18:15,135,176
2023-10-01 00:18:16,133,173
2023-10-01 00:18:17,134,173
2023-10-01 00:18:18,132,174
2023-10-01 00:18:19,128,173
2023-10-01 00:18:20,128,172
2023-10-01 00:18:21,133,174
2023-10-01 00:18:22,130,173
2023-10-01 00:18:23,141,175
2023-10-01 00:18:24,140,173
2023-10-01 00:18:25,141,177
2023-10-01 00:18:26,136,172
2023-10-01 00:18:27,131,174
2023-10-01 00:18:28,128,176
2023-10-01 00:18:29,131,175
2023-10-01 00:18:30,132,177
2023-10-01 00:18:31,139,172
2023-10-01 00:18:32,139,177
2023-10-01 00:18:33,139,176
2023-10-01 00:18:34,130,176
2023-10-01 00:18:35,137,176
2023-10-01 00:18:36,142,175
2023-10-01 00:18:37,136,174
2023-10-01 00:18:38,130,176
2023-10-01 00:18:39,134,175
2023-10-01 00:18:40,133,173
2023-10-01 00:18:41,129,174
2023-10-01 00:18:42,140,172
2023-10-01 00:18:43,135,175
2023-10-01 00:18:44,138,173
2023-10-01 00:18:45,131,177
2023-10-01 00:18:46,137,175
2023-10-01 00:18:47,138,175
2023-10-01 00:18:48,135,176
2023-10-01 00:18:49,128,173
2023-10-01 00:18:50,139,174
2023-10-01 00:18:51,130,174
2023-10-01 00:18:52,128,172
2023-10-01 00:18:53,141,177
2023-10-01 00:18:54,130,173
2023-10-01 00:18:55,139,175
2023-10-01 00:18:56,128,174
2023-10-01 00:18:57,136,175
2023-10-01 00:18:58,132,175
2023-10-01 00:18:59,131,174
2023-10-01 00:19:00,140,176
2023-10-01 00:19:01,136,175
2023-10-01 00:19:02,135,174
2023-10-01 00:19:03,132,173
2023-10-01 00:19:04,136,176
2023-10-01 00:19:05,128,175
2023-10-01 00:19:06,130,176
2023-10-01 00:19:07,136,174
2023-10-01 00:19:08,137,173
2023-10-01 00:19:09,142,176
2023-10-01 00:19:10,134,174
2023-10-01 00:19:11,128,177
2023-10-01 00:19:12,133,177
2023-10-01 00:19:13,129,175
2023-10-01 00:19:14,128,173
2023-10-01 00:19:15,141,177
2023-10-01 00:19:16,142,175
2023-10-01 00:19:17,133,174
2023-10-01 00:19:18,140,174
2023-10-01 00:19:19,139,173
2023-10-01 00:19:20,135,174
2023-10-01 00:19:21,136,173
2023-10-01 00:19:22,142,173
2023-10-01 00:19:23,135,172
2023-10-01 00:19:24,138,177
2023-10-01 00:19:25,139,175
2023-10-01 00:19:26,131,172
2023-10-01 00:19:27,136,172
2023-10-01 00:19:28,133,173
2023-10-01 00:19:29,128,174
2023-10-01 00:19:30,141,172
2023-10-01 00:19:31,141,173
2023-10-01 00:19:32,128,173
2023-10-01 00:19:33,133,173
2023-10-01 00:19:34,133,172
2023-10-01 00:19:35,128,172
2023-10-01 00:19:36,138,175
2023-10-01 00:19:37,130,173
2023-10-01 00:19:38,139,175
2023-10-01 00:19:39,128,175
2023-10-01 00:19:40,130,173
2023-10-01 00:19:41,142,172
2023-10-01 00:19:42,135,173
2023-10-01 00:19:43,141,177
2023-10-01 00:19:44,139,173
2023-10-01 00:19:45,135,176
2023-10-01 00:19:46,139,172
2023-10-01 00:19:47,133,174
2023-10-01 00:19:48,141,174
2023-10-01 00:19:49,139,176
2023-10-01 00:19:50,137,172
2023-10-01 00:19:51,134,174
2023-10-01 00:19:52,135,172
2023-10-01 00:19:53,134,175
2023-10-01 00:19:54,140,176
2023-10-01 00:19:55,129,173
2023-10-01 00:19:56,137,172
2023-10-01 00:19:57,129,175
2023-10-01 00:19:58,141,172
2023-10-01 00:19:59,137,175
2023-10-01 00:20:00,133,177
2023-10-01 00:20:01,130,176
2023-10-01 00:20:02,141,173
2023-10-01 00:20:03,131,176
2023-10-01 00:20:04,140,173
2023-10-01 00:20:05,132,172
2023-10-01 00:20:06,133,173
2023-10-01 00:20:07,135,174
2023-10-01 00:20:08,136,175
2023-10-01 00:20:09,136,174
2023-10-01 00:20:10,134,175
2023-10-01 00:20:11,138,175
2023-10-01 00:20:12,131,172
2023-10-01 00:20:13,130,173
2023-10-01 00:20:14,142,172
2023-10-01 00:20:15,135,175
2023-10-01 00:20:16,134,177
2023-10-01 00:20:17,130,176
2023-10-01 00:20:18,129,172
2023-10-01 00:20:19,137,177
2023-10-01 00:20:20,133,174
2023-10-01 00:20:21,137,175
2023-10-01 00:20:22,136,177
2023-10-01 00:20:23,142,177
2023-10-01 00:20:24,130,174
2023-10-01 00:20:25,140,173
2023-10-01 00:20:26,137,176
2023-10-01 00:20:27,137,177
2023-10-01 00:20:28,135,176
2023-10-01 00:20:29,140,175
2023-10-01 00:20:30,129,173
2023-10-01 00:20:31,133,173
2023-10-01 00:20:32,135,174
2023-10-01 00:20:33,128,177
2023-10-01 00:20:34,131,174
2023-10-01 00:20:35,130,175
2023-10-01 00:20:36,133,173
2023-10-01 00:20:37,128,177
2023-10-01 00:20:38,135,174
2023-10-01 00:20:39,141,173
2023-10-01 00:20:40,136,172
2023-10-01 00:20:41,135,175
2023-10-01 00:20:42,132,174
2023-10-01 00:20:43,137,177
2023-10-01 00:20:44,142,177
2023-10-01 00:20:45,138,174
2023-10-01 00:20:46,142,177
2023-10-01 00:20:47,132,172
2023-10-01 00:20:48,133,172
2023-10-01 00:20:49,131,175
2023-10-01 00:20:50,129,172
2023-10-01 00:20:51,130,173
2023-10-01 00:20:52,133,177
2023-10-01 00:20:53,142,175
2023-10-01 00:20:54,129,175
2023-10-01 00:20:55,136,177
2023-10-01 00:20:56,135,177
2023-10-01 00:20:57,135,177
2023-10-01 00:20:58,131,176
2023-10-01 00:20:59,142,174
2023-10-01 00:21:00,137,172
2023-10-01 00:21:01,128,177
2023-10-01 00:21:02,131,176
2023-10-01 00:21:03,128,177
2023-10-01 00:21:04,138,175
2023-10-01 00:21:05,131,173
2023-10-01 00:21:06,133,174
2023-10-01 00:21:07,140,176
2023-10-01 00:21:08,131,174
2023-10-01 00:21:09,128,174
2023-10-01 00:21:10,138,175
2023-10-01 00:21:11,133,177
2023-10-01 00:21:12,140,173
2023-10-01 00:21:13,142,172
2023-10-01 00:21:14,133,173
2023-10-01 00:21:15,129,172
2023-10-01 00:21:16,132,175
2023-10-01 00:21:17,134,175
2023-10-01 00:21:18,128,175
2023-10-01 00:21:19,140,174
2023-10-01 00:21:20,131,175
2023-10-01 00:21:21,140,173
2023-10-01 00:21:22,128,175
2023-10-01 00:21:23,137,172
2023-10-01 00:21:24,139,177
2023-10-01 00:21:25,140,175
2023-10-01 00:21:26,132,177
2023-10-01 00:21:27,137,173
2023-10-01 00:21:28,140,172
2023-10-01 00:21:29,137,173
2023-10-01 00:21:30,132,174
2023-10-01 00:21:31,134,172
2023-10-01 00:21:32,128,176
2023-10-01 00:21:33,136,176
2023-10-01 00:21:34,133,177
2023-10-01 00:21:35,128,173
2023-10-01 00:21:36,142,174
2023-10-01 00:21:37,139,172
2023-10-01 00:21:38,138,176
2023-10-01 00:21:39,141,173
2023-10-01 00:21:40,132,172
2023-10-01 00:21:41,132,176
2023-10-01 00:21:42,135,176
2023-10-01 00:21:43,136,174
2023-10-01 00:21:44,134,177
2023-10-01 00:21:45,128,173
2023-10-01 00:21:46,133,172
2023-10-01 00:21:47,140,176
2023-10-01 00:21:48,136,174
2023-10-01 00:21:49,136,175
2023-10-01 00:21:50,133,176
2023-10-01 00:21:51,135,176
2023-10-01 00:21:52,131,173
2023-10-01 00:21:53,131,173
2023-10-01 00:21:54,140,173
2023-10-01 00:21:55,130,173
2023-10-01 00:21:56,136,172
2023-10-01 00:21:57,132,176
2023-10-01 00:21:58,138,177
2023-10-01 00:21:59,139,176
2023-10-01 00:22:00,142,175
2023-10-01 00:22:01,131,173
2023-10-01 00:22:02,142,175
2023-10-01 00:22:03,137,173
2023-10-01 00:22:04,140,173
2023-10-01 00:22:05,129,176
2023-10-01 00:22:06,128,173
2023-10-01 00:22:07,135,175
2023-10-01 00:22:08,141,176
2023-10-01 00:22:09,136,174
2023-10-01 00:22:10,133,175
2023-10-01 00:22:11,138,172
2023-10-01 00:22:12,138,172
2023-10-01 00:22:13,132,175
2023-10-01 00:22:14,141,177
2023-10-01 00:22:15,136,176
2023-10-01 00:22:16,128,175
2023-10-01 00:22:17,139,175
2023-10-01 00:22:18,139,177
2023-10-01 00:22:19,140,172
2023-10-01 00:22:20,137,174
2023-10-01 00:22:21,129,177
2023-10-01 00:22:22,128,173
2023-10-01 00:22:23,138,173
2023-10-01 00:22:24,130,174
2023-10-01 00:22:25,135,173
2023-10-01 00:22:26,134,172
2023-10-01 00:22:27,142,172
2023-10-01 00:22:28,137,177
2023-10-01 00:22:29,140,172
2023-10-01 00:22:30,129,177
2023-10-01 00:22:31,139,173
2023-10-01 00:22:32,136,175
2023-10-01 00:22:33,139,174
2023-10-01 00:22:34,138,173
2023-10-01 00:22:35,140,174
2023-10-01 00:22:36,140,177
2023-10-01 00:22:37,138,173
2023-10-01 00:22:38,128,174
2023-10-01 00:22:39,131,173
2023-10-01 00:22:40,140,172
2023-10-01 00:22:41,128,173
2023-10-01 00:22:42,134,176
2023-10-01 00:22:43,137,177
2023-10-01 00:22:44,133,176
2023-10-01 00:22:45,140,175
2023-10-01 00:22:46,135,176
2023-10-01 00:22:47,136,173
2023-10-01 00:22:48,131,177
2023-10-01 00:22:49,128,176
2023-10-01 00:22:50,138,172
2023-10-01 00:22:51,140,174
2023-10-01 00:22:52,129,175
2023-10-01 00:22:53,135,175
2023-10-01 00:22:54,140,175
2023-10-01 00:22:55,137,173
2023-10-01 00:22:56,130,177
2023-10-01 00:22:57,142,177
2023-10-01 00:22:58,137,174
2023-10-01 00:22:59,129,175
2023-10-01 00:23:00,129,174
2023-10-01 00:23:01,138,176
2023-10-01 00:23:02,132,174
2023-10-01 00:23:03,130,177
2023-10-01 00:23:04,128,176
2023-10-01 00:23:05,135,176
2023-10-01 00:23:06,137,172
2023-10-01 00:23:07,141,174
2023-10-01 00:23:08,132,173
2023-10-01 00:23:09,129,175
2023-10-01 00:23:10,132,175
2023-10-01 00:23:11,140,175
2023-10-01 00:23:12,131,177
2023-10-01 00:23:13,138,177
2023-10-01 00:23:14,134,177
2023-10-01 00:23:15,141,172
2023-10-01 00:23:16,130,175
2023-10-01 00:23:17,140,177
2023-10-01 00:23:18,138,174
2023-10-01 00:23:19,137,174
2023-10-01 00:23:20,131,176
2023-10-01 00:23:21,128,174
2023-10-01 00:23:22,130,174
2023-10-01 00:23:23,139,177
2023-10-01 00:23:24,128,175
2023-10-01 00:23:25,138,174
2023-10-01 00:23:26,132,175
2023-10-01 00:23:27,134,177
2023-10-01 00:23:28,128,174
2023-10-01 00:23:29,131,176
2023-10-01 00:23:30,142,175
2023-10-01 00:23:31,136,172
2023-10-01 00:23:32,131,173
2023-10-01 00:23:33,140,175
2023-10-01 00:23:34,141,174
2023-10-01 00:23:35,140,175
2023-10-01 00:23:36,137,173
2023-10-01 00:23:37,138,177
2023-10-01 00:23:38,135,176
2023-10-01 00:23:39,128,175
2023-10-01 00:23:40,137,173
2023-10-01 00:23:41,131,174
2023-10-01 00:23:42,142,172
2023-10-01 00:23:43,136,174
2023-10-01 00:23:44,136,176
2023-10-01 00:23:45,133,175
2023-10-01 00:23:46,135,174
2023-10-01 00:23:47,141,176
2023-10-01 00:23:48,136,175
2023-10-01 00:23:49,139,173
2023-10-01 00:23:50,134,175
2023-10-01 00:23:51,129,172
2023-10-01 00:23:52,131,176
2023-10-01 00:23:53,129,173
2023-10-01 00:23:54,132,172
2023-10-01 00:23:55,130,176
2023-10-01 00:23:56,132,174
2023-10-01 00:23:57,139,175
2023-10-01 00:23:58,138,174
2023-10-01 00:23:59,135,176
2023-10-01 00:24:00,142,176
2023-10-01 00:24:01,131,174
2023-10-01 00:24:02,134,175
2023-10-01 00:24:03,141,176
2023-10-01 00:24:04,140,174
2023-10-01 00:24:05,140,173
2023-10-01 00:24:06,138,172
2023-10-01 00:24:07,137,175
2023-10-01 00:24:08,138,173
2023-10-01 00:24:09,132,175
2023-10-01 00:24:10,130,175
2023-10-01 00:24:11,138,175
2023-10-01 00:24:12,136,172
2023-10-01 00:24:13,133,177
2023-10-01 00:24:14,135,172
2023-10-01 00:24:15,138,177
2023-10-01 00:24:16,142,173
2023-10-01 00:24:17,128,175
2023-10-01 00:24:18,135,172
2023-10-01 00:24:19,131,173
2023-10-01 00:24:20,131,176
2023-10-01 00:24:21,129,176
2023-10-01 00:24:22,139,176
2023-10-01 00:24:23,139,176
2023-10-01 00:24:24,136,174
2023-10-01 00:24:25,141,177
2023-10-01 00:24:26,135,176
2023-10-01 00:24:27,141,172
2023-10-01 00:24:28,142,175
2023-10-01 00:24:29,131,174
2023-10-01 00:24:30,136,177
2023-10-01 00:24:31,140,177
2023-10-01 00:24:32,130,176
2023-10-01 00:24:33,131,177
2023-10-01 00:24:34,140,176
2023-10-01 00:24:35,133,176
2023-10-01 00:24:36,136,175
2023-10-01 00:24:37,137,172
2023-10-01 00:24:38,135,175
2023-10-01 00:24:39,128,174
2023-10-01 00:24:40,136,175
2023-10-01 00:24:41,136,173
2023-10-01 00:24:42,139,173
2023-10-01 00:24:43,130,172
2023-10-01 00:24:44,130,177
2023-10-01 00:24:45,137,177
2023-10-01 00:24:46,138,174
2023-10-01 00:24:47,135,177
2023-10-01 00:24:48,133,174
2023-10-01 00:24:49,139,172
2023-10-01 00:24:50,134,174
2023-10-01 00:24:51,128,175
2023-10-01 00:24:52,134,174
2023-10-01 00:24:53,142,175
2023-10-01 00:24:54,138,175
2023-10-01 00:24:55,132,176
2023-10-01 00:24:56,136,173
2023-10-01 00:24:57,142,174
2023-10-01 00:24:58,131,172
2023-10-01 00:24:59,137,173
2023-10-01 00:25:00,162,174
2023-10-01 00:25:01,160,177
2023-10-01 00:25:02,146,175
2023-10-01 00:25:03,152,174
2023-10-01 00:25:04,156,173
2023-10-01 00:25:05,154,176
2023-10-01 00:25:06,146,176
2023-10-01 00:25:07,153,177
2023-10-01 00:25:08,149,175
2023-10-01 00:25:09,151,176
2023-10-01 00:25:10,156,172
2023-10-01 00:25:11,158,175
2023-10-01 00:25:12,153,175
2023-10-01 00:25:13,145,175
2023-10-01 00:25:14,151,177
2023-10-01 00:25:15,156,174
2023-10-01 00:25:16,158,174
2023-10-01 00:25:17,164,174
2023-10-01 00:25:18,160,177
2023-10-01 00:25:19,153,172
2023-10-01 00:25:20,156,176
2023-10-01 00:25:21,162,176
2023-10-01 00:25:22,147,172
2023-10-01 00:25:23,149,177
2023-10-01 00:25:24,149,172
2023-10-01 00:25:25,152,177
2023-10-01 00:25:26,147,173
2023-10-01 00:25:27,159,174
2023-10-01 00:25:28,149,174
2023-10-01 00:25:29,153,176
2023-10-01 00:25:30,158,177
2023-10-01 00:25:31,157,173
2023-10-01 00:25:32,145,177
2023-10-01 00:25:33,151,175
2023-10-01 00:25:34,155,174
2023-10-01 00:25:35,149,175
2023-10-01 00:25:36,154,176
2023-10-01 00:25:37,148,174
2023-10-01 00:25:38,151,175
2023-10-01 00:25:39,152,173
2023-10-01 00:25:40,149,174
2023-10-01 00:25:41,150,173
2023-10-01 00:25:42,161,174
2023-10-01 00:25:43,163,177
2023-10-01 00:25:44,145,176
2023-10-01 00:25:45,161,173
2023-10-01 00:25:46,148,177
2023-10-01 00:25:47,160,173
2023-10-01 00:25:48,159,175
2023-10-01 00:25:49,155,174
2023-10-01 00:25:50,157,177
2023-10-01 00:25:51,149,173
2023-10-01 00:25:52,146,172
2023-10-01 00:25:53,156,174
2023-10-01 00:25:54,160,175
2023-10-01 00:25:55,147,174
2023-10-01 00:25:56,146,175
2023-10-01 00:25:57,161,172
2023-10-01 00:25:58,159,174
2023-10-01 00:25:59,160,172
2023-10-01 00:26:00,145,174
2023-10-01 00:26:01,162,176
2023-10-01 00:26:02,156,177
2023-10-01 00:26:03,151,174
2023-10-01 00:26:04,160,172
2023-10-01 00:26:05,153,174
2023-10-01 00:26:06,162,174
2023-10-01 00:26:07,153,172
2023-10-01 00:26:08,146,173
2023-10-01 00:26:09,149,176
2023-10-01 00:26:10,146,175
2023-10-01 00:26:11,148,172
2023-10-01 00:26:12,150,172
2023-10-01 00:26:13,162,175
2023-10-01 00:26:14,161,174
2023-10-01 00:26:15,163,176
2023-10-01 00:26:16,152,174
2023-10-01 00:26:17,157,176
2023-10-01 00:26:18,158,173
2023-10-01 00:26:19,146,176
2023-10-01 00:26:20,147,172
2023-10-01 00:26:21,145,175
2023-10-01 00:26:22,156,174
2023-10-01 00:26:23,149,177
2023-10-01 00:26:24,152,173
2023-10-01 00:26:25,160,176
2023-10-01 00:26:26,159,177
2023-10-01 00:26:27,159,174
2023-10-01 00:26:28,150,176
2023-10-01 00:26:29,162,175
2023-10-01 00:26:30,152,174
2023-10-01 00:26:31,164,176
2023-10-01 00:26:32,146,172
2023-10-01 00:26:33,153,173
2023-10-01 00:26:34,158,172
2023-10-01 00:26:35,154,177
2023-10-01 00:26:36,150,176
2023-10-01 00:26:37,152,177
2023-10-01 00:26:38,159,176
2023-10-01 00:26:39,163,174
2023-10-01 00:26:40,162,172
2023-10-01 00:26:41,163,175
2023-10-01 00:26:42,155,173
2023-10-01 00:26:43,150,172
2023-10-01 00:26:44,147,172
2023-10-01 00:26:45,163,173
2023-10-01 00:26:46,151,176
2023-10-01 00:26:47,151,174
2023-10-01 00:26:48,151,174
2023-10-01 00:26:49,153,174
2023-10-01 00:26:50,150,177
2023-10-01 00:26:51,154,176
2023-10-01 00:26:52,152,172
2023-10-01 00:26:53,153,176
2023-10-01 00:26:54,146,174
2023-10-01 00:26:55,148,172
2023-10-01 00:26:56,151,177
2023-10-01 00:26:57,153,173
2023-10-01 00:26:58,153,176
2023-10-01 00:26:59,152,175
2023-10-01 00:27:00,164,174
2023-10-01 00:27:01,157,173
2023-10-01 00:27:02,163,172
2023-10-01 00:27:03,146,172
2023-10-01 00:27:04,161,177
2023-10-01 00:27:05,161,176
2023-10-01 00:27:06,162,173
2023-10-01 00:27:07,147,175
2023-10-01 00:27:08,149,175
2023-10-01 00:27:09,151,176
2023-10-01 00:27:10,147,172
2023-10-01 00:27:11,153,176
2023-10-01 00:27:12,157,176
2023-10-01 00:27:13,162,174
2023-10-01 00:27:14,151,172
2023-10-01 00:27:15,154,174
2023-10-01 00:27:16,163,177
2023-10-01 00:27:17,146,176
2023-10-01 00:27:18,155,172
2023-10-01 00:27:19,154,174
2023-10-01 00:27:20,156,177
2023-10-01 00:27:21,149,172
2023-10-01 00:27:22,164,175
